time, lat, lon, pm10
010/05/24T17:40:10,51.544459,-0.098233,56
010/05/24T17:40:14,51.544463,-0.098212,56
010/05/24T17:40:19,51.544528,-0.098010,56
010/05/24T17:40:34,51.544609,-0.097686,56
010/05/24T17:40:35,51.544609,-0.097686,56
010/05/24T17:40:47,51.544557,-0.097458,56
010/05/24T17:41:00,51.544444,-0.097328,56
010/05/24T17:41:26,51.544192,-0.097268,56
010/05/24T17:41:43,51.543920,-0.097233,56
010/05/24T17:41:53,51.543758,-0.097194,56
010/05/24T17:42:21,51.543457,-0.097098,56
010/05/24T17:42:40,51.543289,-0.097078,56
010/05/24T17:43:03,51.543039,-0.096871,56
010/05/24T17:43:10,51.543080,-0.096769,56
010/05/24T17:43:20,51.543182,-0.096620,56
010/05/24T17:43:33,51.543278,-0.096467,56
010/05/24T17:43:50,51.543365,-0.096249,56
010/05/24T17:44:07,51.543313,-0.095796,56
010/05/24T17:44:14,51.543244,-0.095701,56
010/05/24T17:44:25,51.543124,-0.095591,56
010/05/24T17:44:35,51.543005,-0.095488,56
010/05/24T17:44:49,51.542828,-0.095347,56
010/05/24T17:45:08,51.542556,-0.095233,56
010/05/24T17:45:39,51.542303,-0.095064,56
010/05/24T17:46:19,51.542060,-0.094815,56
010/05/24T17:46:34,51.541922,-0.094673,56
010/05/24T17:46:39,51.541866,-0.094629,56
010/05/24T17:46:42,51.541713,-0.094522,56
010/05/24T17:46:52,51.541549,-0.094396,56
010/05/24T17:47:00,51.541440,-0.094246,56
010/05/24T17:47:10,51.541346,-0.094060,56
010/05/24T17:47:18,51.541246,-0.093892,56
010/05/24T17:47:28,51.541142,-0.093741,56
010/05/24T17:47:36,51.541017,-0.093644,56
010/05/24T17:47:45,51.540891,-0.093552,56
010/05/24T17:47:59,51.540821,-0.093334,56
010/05/24T17:48:04,51.540791,-0.093240,56
010/05/24T17:48:14,51.540699,-0.093050,56
010/05/24T17:48:24,51.540593,-0.092888,56
010/05/24T17:48:49,51.540449,-0.092682,56
010/05/24T17:49:05,51.540264,-0.092514,56
010/05/24T17:49:08,51.540236,-0.092492,56
010/05/24T17:49:15,51.540072,-0.092316,56
010/05/24T17:49:27,51.539943,-0.092133,56
010/05/24T17:49:38,51.539809,-0.092004,56
010/05/24T17:49:49,51.539665,-0.091826,56
010/05/24T17:49:58,51.539562,-0.091639,56
010/05/24T17:50:05,51.539484,-0.091459,56
010/05/24T17:50:14,51.539396,-0.091274,56
010/05/24T17:50:16,51.539380,-0.091220,56
010/05/24T17:50:26,51.539319,-0.091000,56
010/05/24T17:50:37,51.539230,-0.090828,56
010/05/24T17:50:48,51.539123,-0.090694,56
010/05/24T17:51:04,51.539050,-0.090500,56
010/05/24T17:51:06,51.539040,-0.090460,56
010/05/24T17:51:16,51.538960,-0.090285,56
010/05/24T17:51:29,51.538836,-0.090151,56
010/05/24T17:51:40,51.538729,-0.090016,56
010/05/24T17:52:01,51.538608,-0.089798,56
010/05/24T17:52:03,51.538602,-0.089785,56
010/05/24T17:52:11,51.538476,-0.089627,56
010/05/24T17:52:22,51.538305,-0.089463,56
010/05/24T17:52:32,51.538184,-0.089276,56
010/05/24T17:52:42,51.538062,-0.089171,56
010/05/24T17:52:52,51.537963,-0.088999,56
010/05/24T17:53:02,51.537883,-0.088811,56
010/05/24T17:53:12,51.537793,-0.088642,56
010/05/24T17:53:23,51.537692,-0.088487,56
010/05/24T17:53:34,51.537593,-0.088326,56
010/05/24T17:53:40,51.537565,-0.088221,56
010/05/24T17:53:50,51.537513,-0.088003,56
010/05/24T17:53:59,51.537460,-0.087803,56
010/05/24T17:54:04,51.537451,-0.087706,56
010/05/24T17:54:14,51.537420,-0.087483,56
010/05/24T17:54:24,51.537380,-0.087269,56
010/05/24T17:54:33,51.537345,-0.087049,56
010/05/24T17:54:47,51.537241,-0.086890,56
010/05/24T17:55:00,51.537214,-0.086671,56
010/05/24T17:55:16,51.537034,-0.086700,56
010/05/24T17:55:28,51.536898,-0.086712,56
010/05/24T17:55:39,51.536759,-0.086687,56
010/05/24T17:55:53,51.536563,-0.086662,56
010/05/24T17:56:03,51.536418,-0.086662,56
010/05/24T17:56:13,51.536279,-0.086661,56
010/05/24T17:56:23,51.536140,-0.086661,56
010/05/24T17:56:35,51.536005,-0.086620,56
010/05/24T17:56:54,51.536024,-0.086265,56
010/05/24T17:57:02,51.536100,-0.086056,56
010/05/24T17:57:03,51.536106,-0.086037,56
010/05/24T17:57:11,51.536145,-0.085828,56
010/05/24T17:57:25,51.536139,-0.085477,56
010/05/24T17:57:26,51.536139,-0.085477,56
010/05/24T17:58:05,51.536196,-0.084934,56
010/05/24T17:58:11,51.536205,-0.084889,56
010/05/24T17:58:25,51.536212,-0.084575,56
010/05/24T17:58:33,51.536154,-0.084321,56
010/05/24T17:58:40,51.536119,-0.084095,56
010/05/24T17:58:48,51.536055,-0.083881,56
010/05/24T17:58:56,51.535996,-0.083677,56
010/05/24T17:59:04,51.535915,-0.083493,56
010/05/24T17:59:05,51.535908,-0.083478,56
010/05/24T17:59:15,51.535818,-0.083305,56
010/05/24T17:59:28,51.535716,-0.083075,56
010/05/24T17:59:39,51.535650,-0.082875,56
010/05/24T17:59:41,51.535649,-0.082860,56
010/05/24T17:59:55,51.535565,-0.082626,56
010/05/24T18:00:19,51.535409,-0.082551,56
010/05/24T18:00:26,51.535268,-0.082518,56
010/05/24T18:00:34,51.535128,-0.082465,56
010/05/24T18:00:35,51.535121,-0.082459,56
